Bandgap (eV),Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),J0 (mA/cm^2)
2.324,2.00133030319,8.58682122849,93.1640465478,16.0103024521,2.05566179308e-33
2.326,2.00319929484,8.55796394723,93.1691495174,15.9722736519,1.90586443957e-33
2.328,2.00506816792,8.52915219596,93.1741960499,15.9342145502,1.76698035761e-33
2.33,2.00693318619,8.49915776263,93.1791724888,15.8937967293,1.63821466668e-33
2.332,2.00879460792,8.46807844159,93.1842972803,15.85123632,1.51883036811e-33
2.334,2.01065435541,8.43655424485,93.1894565525,15.8077224241,1.4081441313e-33
2.336,2.01251383047,8.40504675668,93.1945542495,15.7641131266,1.30552238659e-33
2.338,2.01437458307,8.37405875156,93.1995944837,15.7213653066,1.21037770249e-33
2.34,2.01623719533,8.34377323654,93.2045801752,15.6798307084,1.12216542664e-33
2.342,2.01809967785,8.31354365175,93.2095058824,15.6382805564,1.04038057125e-33
2.344,2.01996039579,8.28284639221,93.2145496595,15.5957465093,9.64554925179e-34
2.346,2.02182111151,8.25225002316,93.2196674548,15.5533037598,8.94254376313e-34
2.348,2.0236836519,8.22233530764,93.2247301388,15.5120409137,8.29076428787e-34
2.35,2.02554932028,8.19350873385,93.2297429318,15.4727400783,7.68647900954e-34
2.352,2.02741979276,8.16628905931,93.2347137557,15.4364017209,7.12622790925e-34
2.354,2.02929274108,8.13992782182,93.2396387603,15.4015999316,6.60680297486e-34
2.356,2.03116294002,8.11277737871,93.2445773904,15.3651890336,6.12522985082e-34
2.358,2.03302848244,8.08424981198,93.2496736888,15.3260595624,5.67875082391e-34
2.36,2.03489135467,8.05497919943,93.2547073292,15.2853861051,5.26480904759e-34
2.362,2.03675299169,8.02541982487,93.259679643,15.2440386987,4.88103391476e-34
2.364,2.03861381313,7.99570545852,93.2645906223,15.2022733851,4.52522749556e-34
2.366,2.04047422352,7.96596329218,93.2694407101,15.1603345863,4.19535196238e-34
2.368,2.0423355406,7.93659901884,93.2742596129,15.1190096547,3.88951793053e-34
2.37,2.04419944335,7.90812286981,93.2793123303,15.0793287605,3.60597364772e-34
2.372,2.04606485686,7.88019840811,93.2843118174,15.0405999591,3.34309497059e-34
2.374,2.04792906975,7.85199695604,93.2892521935,15.0012222397,3.09937607118e-34
2.376,2.04979122718,7.82326352515,93.2941297619,14.9606997719,2.87342081993e-34
2.378,2.05165299128,7.7945058448,93.2989478769,14.9200143579,2.66393479616e-34
2.38,2.05351560602,7.7660986592,93.3037104252,14.8798936047,2.46971788031e-34
2.382,2.05537876724,7.73794788389,93.3086837752,14.8401991627,2.28965738556e-34
2.384,2.05724216067,7.70995776466,93.313641796,14.8007101684,2.1227216896e-34
2.386,2.05910686022,7.6824464464,93.318546465,14.7620405042,1.96795433008e-34
2.388,2.06097443965,7.65587558024,93.3234032468,14.7250928001,1.82446853009e-34
2.39,2.06284449202,7.63011598382,93.3282132654,14.6896206632,1.69144212221e-34
2.392,2.06471471744,7.60448354366,93.3329707357,14.6542928866,1.56811284232e-34
2.394,2.06658397515,7.57864314995,93.3378218782,14.6184786461,1.45377396605e-34
2.396,2.06845526263,7.55347328637,93.342768019,14.5838942097,1.34777026299e-34
2.398,2.07033134407,7.52977293027,93.3476738951,14.5520854852,1.24949424562e-34
2.4,2.07220744547,7.50614251799,93.3525307838,14.5203181444,1.15838269139e-34
2.402,2.0740773286,7.48077650316,93.3573204732,14.485050124,1.07391341803e-34
2.404,2.07594132912,7.45378979184,93.3620386214,14.4464966851,9.95602293817e-35
2.406,2.0778034202,7.42634184212,93.3667012229,14.4069287389,9.23000465554e-35
2.408,2.07966585186,7.39908243624,93.371605348,14.3676669577,8.55691788404e-35
2.41,2.08152900616,7.3721192099,93.3764549621,14.3288784422,7.93290442984e-35
2.412,2.0833932258,7.34554703476,93.3812514301,14.2907519606,7.35438725982e-35
2.414,2.0852577485,7.31914659066,93.3859934052,14.2528571398,6.81805001719e-35
2.416,2.08712157642,7.29263524033,93.3906779167,14.2146368008,6.32081802912e-35
2.418,2.08898411145,7.26584678773,93.3953021749,14.1757617079,5.85984069776e-35
2.42,2.09084447504,7.23853902126,93.4001048442,14.1357876727,5.43247517399e-35
2.422,2.09270226048,7.21060511482,93.4049086071,14.0944734397,5.03627122039e-35
2.424,2.09455930043,7.1825622946,93.4096520128,14.0528307579,4.66895717692e-35
2.426,2.09641733635,7.15489464607,93.4143390343,14.0118193985,4.32842694886e-35
2.428,2.09827625613,7.12756777253,93.4189700737,13.9713733,4.0127279427e-35
2.43,2.10013589144,7.10053236591,93.4235452106,13.9313964819,3.72004988095e-35
2.432,2.1019959048,7.07369356905,93.4282872572,13.8917351665,3.44871443164e-35
2.434,2.10385537226,7.04679808492,93.4330533828,13.8518650144,3.1971655935e-35
2.436,2.10571364968,7.01967244186,93.4377595883,13.8114277554,2.96396078148e-35
2.438,2.10757211942,6.99269400879,93.4424084034,13.7711748588,2.74776256179e-35
2.44,2.10943229571,6.96626992616,93.4470044036,13.7319202668,2.5473309891e-35
2.442,2.11129352447,6.94021910812,93.4515468019,13.693305314,2.36151650201e-35
2.444,2.11315432449,6.91414196141,93.4562208837,13.6545603888,2.18925333611e-35
2.446,2.1150139368,6.88783731302,93.460948915,13.6152713252,2.02955341707e-35
2.448,2.11687194951,6.86119920824,93.4656166822,13.5752080052,1.88150069855e-35
2.45,2.11872799327,6.83413466703,93.4702216229,13.5341819095,1.74424591279e-35
2.452,2.12058328695,6.80697049846,93.4747654022,13.4928467114,1.61700170362e-35
2.454,2.12243959031,6.78017027357,93.4792529178,13.4521335903,1.4990381141e-35
2.456,2.12429758914,6.75390971431,93.483870163,13.412424507,1.38967840303e-35
2.458,2.12615784146,6.72832860863,93.4885574645,13.3739949595,1.28829516623e-35
2.46,2.12802076181,6.70352749824,93.4931952781,13.3370340132,1.19430674049e-35
2.462,2.12988402933,6.67889885446,93.4977797179,13.300320962,1.10717386958e-35
2.464,2.1317448482,6.65372183986,93.5023028516,13.2624014693,1.02639661317e-35
2.466,2.13360366338,6.62811744416,93.5067638049,13.2235167644,9.51511481086e-36
2.468,2.13546277405,6.60267853844,93.5113032838,13.1848826405,8.82088776309e-36
2.47,2.1373235898,6.57776263684,93.5159567685,13.1472281118,8.1773013169e-36
2.472,2.139185256,6.55314792065,93.5205572784,13.1100833814,7.58066226135e-36
2.474,2.14104685073,6.528598897,93.5251030641,13.0729726764,7.02754667245e-36
2.476,2.14290803145,6.5040293534,93.5295929535,13.035721379,6.51478028275e-36
2.478,2.14476818947,6.47928767088,93.5340245415,12.9980212755,6.03942028152e-36
2.48,2.14662699641,6.45429454789,93.5384830297,12.959722139,5.59873844149e-36
2.482,2.14848499205,6.42918787646,93.5430966297,12.9211207188,5.19020547527e-36
2.484,2.15034272368,6.40410532619,93.547653587,12.8824672917,4.81147653207e-36
2.486,2.15220022571,6.37905587529,93.5521536006,12.8437803082,4.46037775142e-36
2.488,2.15405756752,6.35405697146,93.5565965039,12.8050955771,4.13489379704e-36
2.49,2.15591477132,6.32911423866,93.5609820635,12.766424891,3.83315629931e-36
2.492,2.15777126923,6.3040893158,93.5653832313,12.727495861,3.55343314019e-36
2.494,2.15962649667,6.27884684248,93.5699522602,12.6880518502,3.29411851918e-36
2.496,2.16148091726,6.25350239061,93.5744622898,12.6482973261,3.05372374343e-36
2.498,2.16333545126,6.22827973172,93.5789147099,12.6086904079,2.83086868916e-36
2.5,2.16519055221,6.2032870559,93.5833107073,12.5694538317,2.62427388553e-36
2.502,2.1670448127,6.17818606682,93.5876463007,12.5298941162,2.43275317558e-36
2.504,2.1688968046,6.15263900888,93.592010978,12.4893288945,2.25520691218e-36
2.506,2.17074760726,6.12690807705,93.5965276875,12.4483110845,2.09061564994e-36
2.508,2.1725995411,6.10154411683,93.6009874113,12.4079452769,1.93803429706e-36
2.51,2.17445384899,6.07683561263,93.6053940681,12.3688282393,1.7965866935e-36
2.512,2.17630889689,6.052392886,93.6097450576,12.3301599972,1.66546058439e-36
2.514,2.17816291886,6.02780177208,93.6140354368,12.2910868943,1.54390295993e-36
2.516,2.18001652489,6.00320654205,93.6183903557,12.2519225006,1.43121573505e-36
2.518,2.18187156887,5.97903682651,93.6228701893,12.2135625999,1.32675174403e-36
2.52,2.18372919737,5.95555243146,93.6272991118,12.1765239874,1.22991102716e-36
2.522,2.18558749436,5.93230635585,93.6316744758,12.1398845885,1.14013738814e-36
2.524,2.18744413783,5.90876579134,93.6359903098,12.102540788,1.0569152025e-36
2.526,2.18929876847,5.88485319014,93.6402439089,12.0643298291,9.79766458677e-37
2.528,2.19115150391,5.86060051128,93.6445582764,12.025331887,9.08248014902e-37
2.53,2.1930024256,5.83603116045,93.6489907283,11.9856009836,8.41949056052e-37
2.532,2.19485364116,5.81162375914,93.6533652728,11.946108195,7.80488735968e-37
2.534,2.19670823169,5.78806694216,93.6576896004,11.9082889187,7.23513991673e-37
2.536,2.1985668148,5.76548892572,93.661968202,11.8724155885,6.70697516989e-37
2.538,2.20042599671,5.74312500831,93.6661940454,11.8368981445,6.21735883905e-37
2.54,2.20228270225,5.72029290498,93.6704876175,11.8003290011,5.76347800946e-37
2.542,2.20413828724,5.69729769452,93.6748888164,11.7633477974,5.34272498545e-37
2.544,2.20599546778,5.6747382682,93.6792380277,11.7271856693,4.95268232156e-37
2.546,2.20785560695,5.65290823402,93.6835397632,11.6924600461,4.59110894533e-37
2.548,2.20971913327,5.6318932168,93.6877975271,11.6593547734,4.2559272921e-37
2.55,2.21158652427,5.61178840752,93.6920154117,11.6280744514,3.94521137798e-37
2.552,2.21345621172,5.59224537004,93.6962521352,11.5979003481,3.65717574274e-37
2.554,2.21532230626,5.57198923456,93.7006446458,11.5661752365,3.39016519901e-37
2.556,2.21718050234,5.550103836,93.7049719852,11.5309421761,3.14264532913e-37
2.558,2.21903322697,5.52712785516,93.7092330009,11.4933253142,2.91319367511e-37
2.56,2.2208842976,5.5038882442,93.713432758,11.4550604948,2.70049157107e-37
2.562,2.22273505766,5.48067395181,93.7175735294,11.4167555285,2.50331657148e-37
2.564,2.2245851733,5.45741501432,93.721722071,11.378271165,2.32053543155e-37
2.566,2.22643430823,5.4340421555,93.7260454073,11.3394811139,2.15109759969e-37
2.568,2.22828250317,5.41056622283,93.7303085053,11.3003791089,1.99402918462e-37
2.57,2.23012989199,5.38701732455,93.7345106511,11.26102824,1.84842736246e-37
2.572,2.23197655925,5.36341485198,93.7386511461,11.2214691398,1.71345519184e-37
2.574,2.23382273307,5.33980754053,93.7427298098,11.1818048055,1.58833680718e-37
2.576,2.23566875004,5.31626559155,93.7469003692,11.142202393,1.47235296258e-37
2.578,2.237514713,5.29281012311,93.7511661711,11.1027073475,1.36483690079e-37
2.58,2.23936053796,5.26942379549,93.7553718418,11.0632648586,1.26517052346e-37
2.582,2.24120614114,5.24608961812,93.7595168466,11.023839202,1.1727808409e-37
2.584,2.24305163869,5.22283128487,93.7636010952,10.9844811343,1.08713668063e-37
2.586,2.24489738485,5.19971996551,93.7676253625,10.945342773,1.00774563619e-37
2.588,2.2467436209,5.17680294526,93.771841963,10.9065551094,9.34151238511e-38
2.59,2.24858986474,5.15398244648,93.776054662,10.8678876739,8.65930333569e-38
2.592,2.25043534643,5.13110527548,93.7802063281,10.8290073772,8.02690651434e-38
2.594,2.25227977679,5.10811595249,93.7842953398,10.7897952629,7.44068552621e-38
2.596,2.2541241551,5.08521346485,93.7883233565,10.7506764908,6.89726938872e-38
2.598,2.25596957481,5.06261170623,93.7923403431,10.7121150868,6.39353316358e-38
2.6,2.25781601128,5.04030277787,93.7965586192,10.6741199503,5.92658000188e-38
2.602,2.25966292131,5.0181782605,93.8007191406,10.6364306304,5.49372449915e-38
2.604,2.26150987003,4.99615255054,93.8048211259,10.598864442,5.09247726487e-38
2.606,2.26335644788,4.97414640164,93.808863345,10.5612516773,4.72053061777e-38
2.608,2.26520178984,4.95199472236,93.812842756,10.5232373415,4.37574532488e-38
2.61,2.26704543147,4.92961176897,93.8168971898,10.4846516731,4.05613830815e-38
2.612,2.26888840404,4.90719733555,93.8210573025,10.4459268723,3.75987124806e-38
2.614,2.27073213276,4.88502208412,93.8251585572,10.4076275977,3.48524001879e-38
2.616,2.27257700635,4.86315682283,93.829202344,10.3699080881,3.23066489426e-38
2.618,2.27442258321,4.84151558744,93.8331882904,10.3325845201,2.99468146885e-38
2.62,2.27626840645,4.82001107874,93.8371154531,10.2954694967,2.77593224062e-38
2.622,2.27811424022,4.79859855629,93.8412277584,10.2584937683,2.57315880872e-38
2.624,2.27995901615,4.77708023197,93.8453377434,10.2212092044,2.38519464021e-38
2.626,2.28180188232,4.75530168435,93.8493845309,10.1832741873,2.21095836462e-38
2.628,2.28364365635,4.73341706908,93.8533682133,10.145021519,2.04944755793e-38
2.63,2.28548623965,4.71177531479,93.8572928568,10.1072080867,1.89973298012e-38
2.632,2.28733071825,4.69057106014,93.8612186379,10.0702643398,1.76095323331e-38
2.634,2.28917663563,4.66971682859,93.8653343295,10.0340227597,1.63230980959e-38
2.636,2.29102326967,4.64907893697,93.869393545,9.99816805867,1.51306250048e-38
2.638,2.29287037113,4.62861071721,93.873396147,9.96259989138,1.40252514121e-38
2.64,2.29471696278,4.60813654293,93.8773398554,9.92693640994,1.30006166569e-38
2.642,2.29656187862,4.58745038746,93.8812207021,9.8907280281,1.2050824494e-38
2.644,2.29840496071,4.56652803459,93.8851849623,9.8539361695,1.11704091913e-38
2.646,2.30024709545,4.54552942913,93.8892436543,9.81690990739,1.03543041026e-38
2.648,2.30208914923,4.52460814467,93.8932423852,9.77996830758,9.59781253301e-39
2.65,2.30393128928,4.5037931433,93.8971812551,9.74317523168,8.89658073169e-39
2.652,2.30577430227,4.48322027301,93.901062202,9.70682895996,8.24657285541e-39
2.654,2.30761881961,4.46299609826,93.9048876475,9.67116464074,7.64404775964e-39
2.656,2.30946417329,4.44300194241,93.9089207473,9.63595097933,7.08553748362e-39
2.658,2.31130854304,4.42292410235,93.9129292782,9.60047671174,6.56782730594e-39
2.66,2.31315077191,4.40256749839,93.9168750317,9.56430898032,6.08793725584e-39
2.662,2.31499157011,4.38205721425,93.9207576247,9.52772129633,5.64310497414e-39
2.664,2.31683232028,4.36162955053,93.9245793385,9.49123307127,5.2307698252e-39
2.666,2.31867368662,4.34139578831,93.9284292925,9.45509885896,4.84855816872e-39
2.668,2.32051520713,4.32127689266,93.93243596,9.41915837496,4.49426970661e-39
2.67,2.32235617537,4.30115460466,93.9363821689,9.38312951376,4.16586482655e-39
2.672,2.3241963482,4.28098958681,93.9402666557,9.34692535812,3.86145286946e-39
2.674,2.32603540339,4.26073022323,93.944087653,9.31043152865,3.57928125347e-39
2.676,2.32787293093,4.24031150354,93.9478427351,9.27350359095,3.31772539187e-39
2.678,2.32970882998,4.21972019424,93.9517703923,9.23613491539,3.07527934707e-39
2.68,2.33154375996,4.19906687582,93.9557050685,9.19855307135,2.85054716688e-39
2.682,2.33337846207,4.17847325021,93.9595761877,9.16102061185,2.64223485328e-39
2.684,2.33521300625,4.15795068739,93.9633834542,9.12356313614,2.44914291753e-39
2.686,2.33704751652,4.13751898527,93.9671268015,9.08622506119,2.27015947882e-39
2.688,2.33888211805,4.1171977399,93.9709301663,9.0490624397,2.10425386676e-39
2.69,2.34071686534,4.09699495307,93.9748588562,9.01209986099,1.950470691e-39
2.692,2.34255229221,4.07699404983,93.9787261685,8.9755056788,1.80792434379e-39
2.694,2.34438889005,4.05727016534,93.9825335919,8.93944858042,1.67579390395e-39
2.696,2.34622652215,4.03779887413,93.9862815844,8.90387573445,1.55331841289e-39
2.698,2.34806431581,4.01844180385,93.9899683125,8.86847967064,1.43979249557e-39
2.7,2.34990153791,3.99908480173,93.9938911054,8.83303411362,1.33456230121e-39
2.702,2.35173817534,3.97972675244,93.9977589427,8.79750906456,1.2370217404e-39
2.704,2.35357419143,3.96036296399,94.0015640784,8.76189336497,1.14660899689e-39
2.706,2.35540955616,3.94098986653,94.0053056303,8.72617898365,1.06280329424e-39
2.708,2.35724417652,3.92159441492,94.0089824957,8.69033661727,9.85121898382e-40
2.71,2.35907774426,3.90213135556,94.0127702389,8.65428091748,9.1311733923e-40
2.712,2.36091003239,3.88256856049,94.0166263684,8.61793540057,8.46374835063e-40
2.714,2.36274124007,3.86293826992,94.0204167732,8.58135960883,7.84509905037e-40
2.716,2.36457201614,3.84333896785,94.0241417,8.54477462752,7.27166156028e-40
2.718,2.3664028048,3.82383690006,94.0278016448,8.50832976157,6.74013231098e-40
2.72,2.36823378835,3.80445843009,94.0314856217,8.47209298682,6.24744907773e-40
2.722,2.37006548719,3.78527888396,94.0353311929,8.43624699984,5.79077335204e-40
2.724,2.3718982495,3.76634697061,94.0391153332,8.40088260538,5.36747400064e-40
2.726,2.37373177763,3.74761679605,94.0428380811,8.36589766033,4.97511211783e-40
2.728,2.37556521384,3.72896256918,94.046497704,8.33100908698,4.6114269841e-40
2.73,2.37739800158,3.710304214,94.0500922776,8.2960362088,4.2743230502e-40
2.732,2.37923071839,3.69172520016,94.053919461,8.26119403759,3.96185787186e-40
2.734,2.38106499052,3.67345635535,94.0577000718,8.2269808969,3.67223092559e-40
2.736,2.3829018838,3.65564470614,94.0614244356,8.19373080614,3.40377324142e-40
2.738,2.38474033973,3.63813551037,94.065092099,8.16109539825,3.15493779281e-40
2.74,2.38657720762,3.62048398081,94.0686957391,8.12806637589,2.92429058837e-40
2.742,2.38841038519,3.60240005358,94.0723955553,8.09399803822,2.71050241438e-40
2.744,2.390240054,3.58391625101,94.0761665052,8.05895970581,2.5123411803e-40
2.746,2.39206689232,3.56513321091,94.0798677892,8.02316604802,2.32866482343e-40
2.748,2.39389135861,3.54611953235,94.0834975412,7.98677153786,2.15841473183e-40
2.75,2.39571392502,3.52694438449,94.0870544457,7.94993249694,2.00060964764e-40
2.752,2.39753639519,3.50785622314,94.0906687404,7.91322562038,1.85434001572e-40
2.754,2.39936009949,3.48903430947,94.0944126206,7.87706643046,1.7187627451e-40
2.756,2.40118504718,3.47047670958,94.0980915507,7.84143559552,1.59309635306e-40
2.758,2.40301120681,3.45217608098,94.1017063138,7.80631790891,1.476616464e-40
2.76,2.40483855759,3.43412663939,94.105257686,7.77170167203,1.36865163699e-40
2.762,2.40666698768,3.41631067219,94.1088245034,7.73755425347,1.26857949826e-40
2.764,2.40849565648,3.39861501814,94.1125608152,7.70363025997,1.17582315603e-40
2.766,2.41032383959,3.38094402863,94.1162323006,7.66969176073,1.08984787744e-40
2.768,2.4121515544,3.36330054218,94.1198382697,7.63574542081,1.01015800808e-40
2.77,2.41397910718,3.34572473075,94.1233787628,7.60188372011,9.36294116675e-41
2.772,2.41580678792,3.32825383415,94.1268687965,7.56819389399,8.67830348247e-41
2.774,2.41763460074,3.31088770105,94.1305912366,7.53469886259,8.04371970761e-41
2.776,2.41946484568,3.29391869345,94.1342539903,7.50204865356,7.45553100928e-41
2.778,2.42129992452,3.27764612707,94.1378639716,7.47093557222,6.91034596181e-41
2.78,2.42313996286,3.2620763741,94.1414254768,7.44137849758,6.40502100659e-41
2.782,2.42498080944,3.24667878679,94.1449315327,7.41215638066,5.93664233953e-41
2.784,2.42681758041,3.2308412127,94.1485605072,7.38187064683,5.50250912176e-41
2.786,2.42864956161,3.21448201591,94.1522268675,7.35032344213,5.10011791707e-41
2.788,2.43047893915,3.19788032976,94.155826811,7.31814939704,4.72714826634e-41
2.79,2.43230872834,3.18141183017,94.1593644939,7.28621712183,4.38144931599e-41
2.792,2.434139729,3.16517326962,94.1628420472,7.25475168766,4.06102742343e-41
2.794,2.43597114848,3.14906543897,94.1663632677,7.22353238118,3.76403466808e-41
2.796,2.43780164338,3.13292438166,94.1700193206,7.19218645137,3.48875820188e-41
2.798,2.43963066458,3.11668525562,94.1736108139,7.16054787019,3.23361037799e-41
2.8,2.44145857899,3.10039445346,94.1771369388,7.12872391183,2.99711960071e-41
2.802,2.44328623141,3.08415445807,94.1805984805,7.09695274372,2.77792184397e-41
2.804,2.44511409359,3.0680213536,94.1840314339,7.06536793265,2.57475278972e-41
2.806,2.44694248092,3.05203159085,94.1876736026,7.0340727458,2.38644054058e-41
2.808,2.44877249596,3.03631330204,94.1912559529,7.00334641303,2.21189886519e-41
2.81,2.45060494897,3.02095783383,94.1947813276,6.97340376616,2.05012093701e-41
2.812,2.45243969875,3.00594407763,94.1982512793,6.9441976722,1.90017353074e-41
2.814,2.45427507332,2.9910742555,94.201663143,6.9152677764,1.76119164283e-41
2.816,2.4561095482,2.97617146312,94.2052453877,6.88621799261,1.63237350505e-41
2.818,2.45794311305,2.96123574731,94.2088305391,6.85703590369,1.51297596257e-41
2.82,2.45977837583,2.94656559251,94.2123594692,6.82841602619,1.40231018969e-41
2.822,2.46161825549,2.93248888264,94.2158398648,6.8011288411,1.29973771873e-41
2.824,2.46346307797,2.91903459947,94.2192762113,6.77524592911,1.20466675914e-41
2.826,2.46531057105,2.90593936313,94.2227359334,6.75015734704,1.11654878557e-41
2.828,2.46715741492,2.89282738087,94.2263469194,6.72499140806,1.03487537537e-41
2.83,2.46900259041,2.87958589029,94.229903352,6.69946817123,9.59175277127e-42
2.832,2.47084518945,2.86611654542,94.233401871,6.67335535292,8.89011693501e-42
2.834,2.47268330098,2.85221226558,94.2368357819,6.64616370368,8.23979762672e-42
2.836,2.47451587539,2.83776479097,94.2401983335,6.61763533716,7.63704223806e-42
2.838,2.4763435586,2.82285360503,94.2436913348,6.5879689114,7.07837253185e-42
2.84,2.47816935555,2.8078131578,94.2472177544,6.55794432844,6.56056458474e-42
2.842,2.47999560221,2.79289871055,94.2506816531,6.52815708357,6.08063019602e-42
2.844,2.48182230767,2.77811008597,94.254083163,6.49860751333,5.63579965517e-42
2.846,2.48365086458,2.76359500059,94.2574258937,6.46964601748,5.22350576904e-42
2.848,2.48548271856,2.749503726,94.2608542661,6.44163972946,4.84136905648e-42
2.85,2.48731794408,2.73583842959,94.2643849309,6.41459714717,4.4871840252e-42
2.852,2.48915645282,2.72258416547,94.2678639735,6.38847464244,4.15890645173e-42
2.854,2.49099809798,2.70972022757,94.271293599,6.36322552512,3.8546415911e-42
2.856,2.49284286617,2.69724028751,94.274676145,6.33883710074,3.57263324847e-42
2.858,2.49468944058,2.68500282858,94.278010514,6.31497514638,3.31125364948e-42
2.86,2.49653466443,2.67267869169,94.2815308637,6.29087386453,3.06899405116e-42
2.862,2.49837669683,2.66008015725,94.2850264057,6.26607185938,2.84445603917e-42
2.864,2.50021550425,2.64720821684,94.2884623988,6.24056771156,2.63634346116e-42
2.866,2.50205109186,2.63406795183,94.2918359537,6.2143718996,2.44345494991e-42
2.868,2.50388345809,2.62066382808,94.2951440902,6.18749347338,2.26467699297e-42
2.87,2.50571255993,2.60699621347,94.298498592,6.15993923819,2.09897750899e-42
2.872,2.50754623879,2.59385659942,94.3019815744,6.13360397019,1.94539989364e-42
2.874,2.5093942812,2.58221505135,94.3054318751,6.11079930316,1.80305750078e-42
2.876,2.51125866916,2.57224916093,94.3088644491,6.09195937981,1.67112852714e-42
2.878,2.51313491535,2.56349489676,94.3122809742,6.07598243468,1.54885127095e-42
2.88,2.51501349684,2.55499879413,94.3156663177,6.06058932898,1.43551973718e-42
2.882,2.51688945878,2.54627041496,94.319031933,6.04460603603,1.33047956415e-42
2.884,2.51876247369,2.53728019599,94.3225575015,6.02797179894,1.23312424786e-42
2.886,2.52063032568,2.52781444826,94.3260375421,6.01015869823,1.14289164242e-42
2.888,2.52249107335,2.51768966409,94.3294649479,5.99072254461,1.05926071637e-42
2.89,2.5243446414,2.50690675597,94.3328343072,5.96966158004,9.81748546076e-43
2.892,2.52619262127,2.49562816624,94.3361436755,5.94736317923,9.0990752902e-43
2.894,2.52803710499,2.48406202499,94.3393938385,5.92432616961,8.43322800817e-43
2.896,2.52987852999,2.47225464246,94.3428347303,5.90067631591,7.81609841097e-43
2.898,2.53171749154,2.46026662653,94.3462430459,5.87654448989,7.24412254431e-43
2.9,2.53355554184,2.44824815068,94.3495954432,5.85229092037,6.71399713521e-43
2.902,2.53539362182,2.43628890641,94.3528929442,5.82813229845,6.22266052781e-43
2.904,2.53723172592,2.42438808082,94.3561353322,5.80406701222,5.76727501308e-43
2.906,2.53906902038,2.41246758496,94.3594252111,5.77991271507,5.34521045077e-43
2.908,2.54090466391,2.40045016857,94.3628331372,5.75548646314,4.95402908876e-43
2.91,2.5427386359,2.38833596492,94.3661825789,5.7307772391,4.59147149264e-43
2.912,2.54457097576,2.37613067389,94.3694719763,5.70579829566,4.25544350411e-43
2.914,2.54640176396,2.36384368165,94.3726998768,5.68057188519,3.944004153e-43
2.916,2.54823102125,2.35147879453,94.3758674005,5.65510693008,3.65535445331e-43
2.918,2.55005893307,2.33905468434,94.379262215,5.62946561201,3.38782701856e-43
2.92,2.55188665049,2.32667657448,94.3825971249,5.60388637566,3.13987643649e-43
2.922,2.55371514025,2.31443097928,94.3858735245,5.57858024576,2.9100703477e-43
2.924,2.55554441606,2.30231771739,94.3890918341,5.55354757516,2.69708117669e-43
2.926,2.55737396602,2.29029003671,94.3922511937,5.52867508259,2.49967846761e-43
2.928,2.55920307848,2.27828454271,94.3955696992,5.5038213049,2.31672178051e-43
2.93,2.56103155894,2.26628449866,94.3988991776,5.47893676772,2.14715410715e-43
2.932,2.56285925113,2.25427685914,94.4021680538,5.4539854791,1.98999576823e-43
2.934,2.5646856074,2.24221491962,94.4053742257,5.42885310735,1.84433875708e-43
2.936,2.56651022014,2.2300650772,94.408515272,5.40345703302,1.70934149691e-43
2.938,2.56833306586,2.21782745158,94.4117543331,5.37780642276,1.58422398156e-43
2.94,2.57015442341,2.20552800732,94.4150628741,5.35196274656,1.46826327163e-43
2.942,2.57197465086,2.19319890255,94.4183064707,5.32599691161,1.36078931999e-43
2.944,2.57379380754,2.18084640659,94.4214839287,5.29992413724,1.26118110266e-43
2.946,2.57561276195,2.16854454892,94.4245960217,5.27392624745,1.16886303262e-43
2.948,2.57743432089,2.15652738552,94.427802934,5.24858783896,1.08330163594e-43
2.95,2.57926045753,2.14495465728,94.4311002222,5.22430310147,1.00400247106e-43
2.952,2.5810912427,2.13382576177,94.4343456587,5.20106506501,9.30507273336e-44
2.954,2.58292329497,2.12285673898,94.4375361086,5.17817643104,8.62391308515e-44
2.956,2.58475235032,2.111697386,94.44066264,5.15477420808,7.99260919715e-44
2.958,2.58657754748,2.10028133271,94.4437981942,5.13069762308,7.40751253898e-44
2.96,2.58839955635,2.0886675111,94.447083694,5.10609840839,6.86524154604e-44
2.962,2.59022087574,2.07706064895,94.4503061632,5.08146977996,6.36266208848e-44
2.964,2.59204332374,2.0656066126,94.4534682422,5.05717265272,5.89686936864e-44
2.966,2.59386692064,2.05430519586,94.45657066,5.03320743301,5.46517114285e-44
2.968,2.59569040309,2.04305474131,94.4596591631,5.00932568773,5.06507217047e-44
2.97,2.5975120431,2.03171928423,94.4629298082,4.98520111903,4.69425980048e-44
2.972,2.59933137445,2.02026449472,94.466134928,4.96073498808,4.35059061251e-44
2.974,2.60114843772,2.0086962618,94.4692722571,4.93594120125,4.03207803508e-44
2.976,2.60296359119,1.99704495923,94.4723402331,4.91089455655,3.73688086958e-44
2.978,2.60477712633,1.98533519137,94.4753945886,4.88565869805,3.46329265384e-44
2.98,2.60658902023,1.97356703672,94.4786306113,4.86024356854,3.20973180377e-44
2.982,2.60839996672,1.96179500517,94.4817978024,4.83477156174,2.9747324762e-44
2.984,2.61021112614,1.95010753042,94.4848972007,4.80946303103,2.75693610019e-44
2.986,2.61202295934,1.93853849609,94.4879296763,4.7844029894,2.55508352792e-44
2.988,2.61383548322,1.9270878802,94.4910029575,4.75959750392,2.36800775973e-44
